	GSM4455458	GSM4455459	GSM4455460	GSM4455461	GSM4455462	GSM4455463	GSM4455464	GSM4455465	GSM4455466
CTNNBIP1	245	511	407	937	676	651	352	478	672
LOC105376717	6	10	4	18	18	10	12	17	9
LZIC	459	884	479	960	525	1149	1098	1046	1021
NMNAT1	151	117	185	233	112	174	273	186	192
TMEM274P	2	0	1	4	1	0	1	3	0
MIR5697	0	0	0	0	0	0	0	0	0
RBP7	86	415	144	780	610	289	29	421	485
UBE4B	1280	1309	923	2021	1852	1846	1650	757	1238
KIF1B	6676	1398	2481	1306	3903	1048	1296	441	1276
LOC105376725	42	15	13	7	15	54	39	56	73
PGD	88601	7547	14994	7896	6774	3577	9773	2704	5580
CENPS-CORT	5	30	9	21	22	37	95	39	23
CENPS	4	35	8	19	18	42	97	32	22
CORT	2	6	4	13	7	8	11	17	5
DFFA	134	611	308	823	523	1459	1878	1153	1018
PEX14	255	608	293	622	320	781	762	522	486
CASZ1	422	1211	343	970	966	581	848	188	509
LOC105376733	0	0	0	0	0	0	0	0	0
LOC105376735	0	0	0	0	0	1	3	3	1
C1orf127	0	5	1	11	29	30	3	20	21
TARDBP	1433	4900	2147	4439	4177	5145	4906	2375	3587
MASP2	28	202	151	343	101	408	314	108	223
SRM	152	1008	302	578	463	1162	1634	1297	725
EXOSC10	466	2110	567	2180	1329	2517	2696	1380	1848
EXOSC10-AS1	10	34	14	39	33	27	20	8	29
MTOR	702	1842	881	2129	1612	2284	1891	952	1650
MTOR-AS1	5	20	12	27	21	23	13	6	20
ANGPTL7	1	1	0	1	2	3	2	0	0
UBIAD1	113	721	171	582	369	1023	1557	639	600
LOC105376737	0	0	0	1	0	0	0	0	0
LOC105376739	0	0	0	0	0	0	0	0	0
LOC105376740	0	1	0	0	0	1	5	0	0
DISP3	0	5	0	7	6	13	5	10	8
LOC112268221	0	0	0	1	0	1	0	0	1
LINC01647	0	0	0	0	0	0	1	0	0
FBXO2	7	33	8	68	27	62	57	56	54
FBXO44	138	490	186	622	692	1305	927	1054	775
FBXO6	1762	727	1601	530	831	471	1145	324	973
MAD2L2	718	525	366	548	671	463	812	548	520
DRAXIN	15	19	19	58	96	41	66	38	118
AGTRAP	4902	1413	1982	1583	2777	1407	707	1290	2268
C1orf167	94	341	502	596	361	348	217	111	636
C1orf167-AS1	2	2	2	0	5	3	3	6	4
MTHFR	574	2151	2779	3290	2096	2316	1441	1147	3390
CLCN6	303	1134	1197	1935	1486	1161	988	328	1233
NPPA-AS1	40	171	263	308	228	188	154	53	252
NPPA	9	33	68	64	33	49	55	39	68
NPPB	0	1	4	2	7	2	0	0	1
RNU5E-1	10	1	37	5	31	2	1	5	5
KIAA2013	2017	1169	809	1391	1146	1461	1402	1289	1508
PLOD1	2163	879	657	1250	1639	1451	417	630	1272
MFN2	3943	3243	5111	3082	3823	2708	2611	1078	2377
MIIP	880	439	938	679	946	828	994	970	1182
MIR6729	1	0	3	0	4	4	1	1	3
TNFRSF8	387	224	178	524	115	239	161	215	532
MIR7846	4	3	326	378	158	1	1	19	192
TNFRSF1B	20106	39859	21516	30524	15446	14969	10371	5989	26364
MIR4632	0	3	0	2	2	2	0	8	9
LOC107984917	26	42	34	39	130	49	6	12	57
VPS13D	945	2595	1683	3366	2511	3062	2416	1068	2360
SNORA59A	4	5	1	13	8	16	10	5	11
LINC02766	2	6	3	13	13	36	18	66	38
DHRS3	69	1344	274	748	763	920	1090	760	565
MIR6730	0	4	0	1	3	1	3	1	4
AADACL4	0	0	0	0	0	0	2	0	0
AADACL3	0	0	0	0	0	0	0	0	0
CFAP107	0	0	0	1	1	2	4	1	0
PRAMEF12	0	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0
HNRNPCL1	48	62	33	36	40	46	41	19	29
PRAMEF2	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0
HNRNPCL3	3	8	2	5	4	2	4	1	4
PRAMEF25	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	1	0	0
HNRNPCL2	47	61	27	35	34	40	38	12	26
PRAMEF36P	0	0	0	0	0	0	1	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0
HNRNPCL4	19	22	8	15	10	13	13	5	8
PRAMEF9	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	1	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	1	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	2	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0
PRAMEF17	1	0	0	0	0	0	2	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	6	1	0
LOC102724856	0	0	0	0	0	2	1	0	0
LOC107984918	0	0	0	0	0	0	0	0	0
PDPN	0	1	0	0	0	3	200	1	0
LOC107984919	0	0	0	1	0	0	2	0	0
LOC105378612	0	1	0	1	0	2	7	0	0
LOC105376756	1	0	0	0	0	0	0	0	0
PRDM2	2860	5711	2473	5170	8484	4874	4069	2627	2973
KAZN	102	8	230	18	51	5	11	5	9
LOC107985467	0	0	0	0	0	0	0	0	0
LOC107985468	1	0	0	0	0	0	1	0	0
KAZN-AS1	0	1	0	0	0	3	0	0	0
LOC105376759	0	0	0	0	0	1	0	1	0
LOC107985469	0	0	0	0	0	0	2	0	0
TMEM51-AS1	5	4	15	9	3	5	6	2	2
TMEM51	58	1164	106	382	96	90	340	41	241
TMEM51-AS2	0	1	1	3	4	6	7	6	13
FHAD1	3	63	30	51	33	50	28	25	19
FHAD1-AS1	1	11	1	5	6	7	13	6	1
EFHD2-AS1	51	57	105	142	315	104	29	24	49
EFHD2	23253	20058	18850	16257	22122	13774	5216	6731	14298
CTRC	14	17	45	24	65	21	14	36	27
CELA2A	3	1	8	5	6	1	0	2	1
LOC105376767	0	3	5	1	2	3	1	1	2
CELA2B	4	8	26	15	16	11	16	5	6
CASP9	438	317	561	584	846	398	310	227	458
DNAJC16	682	719	229	839	335	987	1111	438	663
SCARNA21B	0	0	0	0	0	0	0	0	1
AGMAT	9	73	22	113	60	282	273	218	189
DDI2	325	2545	633	2792	1405	1894	1968	942	1544
RSC1A1	68	501	100	460	319	239	193	52	199
PLEKHM2	3162	5328	3407	4574	7591	3204	4667	1809	3480
SLC25A34	68	50	42	66	308	68	111	21	109
SLC25A34-AS1	4	1	3	4	15	5	12	1	6
TMEM82	0	0	0	0	5	0	0	0	0
FBLIM1	1	0	2	1	4	1	4	5	1
UQCRHL	131	175	161	172	182	164	173	195	132
SPEN-AS1	224	117	204	252	309	204	149	262	197
SPEN	1660	7717	2861	8536	5810	5530	4305	1724	4092
ZBTB17	879	2027	1323	1671	2155	1649	2415	1322	1271
SRARP	0	0	0	2	2	0	0	2	0
HSPB7	0	0	0	0	2	0	0	0	1
CLCNKA	0	3	2	3	2	3	3	1	0
CLCNKB	0	0	1	0	0	0	0	1	0
FAM131C	1	0	2	0	0	0	8	1	1
EPHA2	0	16	2	86	124	24	16	10	41
EPHA2-AS1	0	1	0	3	2	2	2	0	0
ARHGEF19	29	77	19	92	131	197	279	213	145
ANO7L1	25	4	10	14	16	17	10	15	36
CPLANE2	4	16	6	15	20	47	93	33	34
FBXO42	1398	1266	1001	1550	1227	1390	1166	610	1143
SZRD1	2926	5103	4190	4301	4580	3279	4956	1680	3088
SPATA21	1382	2697	2329	2465	2506	1989	3136	1137	1937
NECAP2	1439	2865	1189	2942	1965	3262	3887	2100	3150
LINC01772	31	97	54	136	130	193	133	100	109
CROCCP3	30	128	50	252	165	335	195	150	198
RNU1-1	20	6	7	10	54	2	4	14	4
TRN-GTT5-1	0	0	0	0	0	0	0	0	0
LINC01783	0	0	0	0	1	0	2	0	1
TRE-TTC4-1	0	0	0	0	0	0	0	0	0
TRG-CCC1-1	0	0	0	0	1	0	1	0	0
NBPF1	82	372	396	487	801	781	468	579	703
LOC105376794	117	609	151	1679	576	1521	1050	1213	1059
CROCCP2	105	284	111	688	403	572	510	541	483
MST1P2	8	36	15	39	35	131	99	82	42
LOC107985736	1	5	2	11	9	3	12	3	4
RNU1-3	16	4	6	5	40	1	3	11	4
TRG-CCC4-1	0	0	0	0	0	0	0	0	0
ESPNP	0	17	1	2	5	0	38	2	1
TRG-CCC5-1	0	0	0	0	0	0	0	0	0
RNU1-4	12	4	8	7	47	6	6	9	6
MST1L	7	20	13	48	24	43	50	30	24
MIR3675	0	0	0	0	0	0	1	0	0
TRG-CCC1-2	0	0	0	0	1	0	0	0	0
LOC112267871	0	0	0	1	1	0	2	0	1
TRE-TTC3-1	0	0	0	0	0	0	1	0	0
TRN-GTT13-1	0	0	0	0	0	0	0	0	0
LOC105376805	17	76	37	66	94	102	121	70	66
TRN-GTT4-1	0	0	0	0	0	0	0	0	0
RNU1-2	14	3	9	8	50	6	7	9	6
CROCC	38	420	103	833	774	1233	841	828	1025
MFAP2	0	0	1	1	0	1	0	0	1
LOC105376806	0	0	0	0	0	0	0	0	0
ATP13A2	262	728	269	1180	851	1166	911	719	1022
SDHB	2024	1549	1627	1667	1770	1124	1126	730	1439
PADI2	22593	1147	3484	1516	2431	292	175	308	789
LOC105376808	0	0	0	0	0	0	0	0	0
LINC02783	0	0	0	0	0	0	0	0	0
PADI1	0	1	0	0	1	0	1	0	0
PADI3	1	0	0	1	0	0	0	0	0
MIR3972	0	0	0	0	0	0	0	0	0
PADI4	16184	1046	2707	943	1401	915	127	596	778
PADI6	1	3	8	24	17	41	1	2	3
RCC2	666	4100	1247	4941	4499	4496	4124	2605	4790
ARHGEF10L	11	429	80	814	636	519	347	333	1449
LINC02810	0	0	1	0	0	0	1	0	0
ACTL8	0	0	0	0	0	0	0	0	0
LOC105376809	0	0	0	0	0	0	0	0	0
LOC105376812	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0
IGSF21	1	0	0	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	1	0	1
KLHDC7A	0	3	0	7	2	3	4	0	0
PAX7	0	0	0	0	0	1	1	0	0
TAS1R2	0	0	3	0	1	0	0	0	0
ALDH4A1	220	115	128	226	259	161	190	150	189
MIR4695	0	0	0	0	1	1	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0
IFFO2	131	1965	371	1584	3537	1520	1375	647	919
LOC105376815	0	0	0	1	0	0	4	0	0
UBR4	3288	8168	7555	8311	6379	6828	7053	2951	5538
EMC1-AS1	18	63	41	87	66	40	32	17	43
EMC1	155	1273	343	1268	760	1221	1199	634	1005
MRTO4	53	522	130	375	236	585	997	665	389
AKR7L	2	11	9	34	28	37	35	21	20
AKR7A3	1	23	10	37	24	43	39	29	28
LOC100506730	1	27	11	46	29	89	94	31	55
AKR7A2	94	348	86	410	475	579	479	598	466
SLC66A1	167	357	247	475	385	385	480	215	377
CAPZB	20507	10442	11516	8783	7224	10927	7516	6779	9446
LOC105376819	1	5	1	4	2	5	3	0	3
LOC105376818	0	0	0	0	0	0	0	0	0
LOC105376817	0	1	0	0	1	4	1	2	2
MICOS10-DT	0	0	0	0	2	2	0	2	0
MICOS10	266	591	289	407	473	648	503	855	629
MICOS10-NBL1	80	234	107	165	148	210	447	282	171
RPS14P3	35	174	74	198	260	245	348	325	166
NBL1	3	92	7	66	31	99	376	152	42
HTR6	0	5	0	28	9	47	18	25	29
TMCO4	80	385	162	470	441	797	774	435	627
RNF186	0	0	0	1	0	2	0	0	0
LOC105376823	0	1	0	3	2	3	0	2	0
OTUD3	53	467	199	497	606	710	701	260	408
PLA2G2E	0	0	1	1	0	0	0	0	0
PLA2G2A	0	0	0	0	0	1	0	0	0
PLA2G5	0	0	0	1	1	2	0	0	0
PLA2G2D	1	7	3	3	2	19	4	19	6
PLA2G2F	0	0	0	0	1	1	0	0	1
PLA2G2C	0	0	1	2	3	2	0	5	2
UBXN10	8	34	3	35	57	62	12	45	30
UBXN10-AS1	0	4	1	3	7	5	3	10	4
LOC105376825	2	3	2	4	8	8	2	14	4
LOC105376826	0	0	0	0	0	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0
LOC105376828	0	0	0	0	0	0	0	0	0
VWA5B1	0	3	2	3	0	9	12	1	5
LINC01141	0	0	0	0	0	0	0	1	3
CAMK2N1	1	90	21	163	126	208	153	120	81
MUL1	515	861	640	752	625	535	819	298	497
FAM43B	0	0	0	0	0	0	0	0	0
CDA	6448	938	1460	1101	1441	387	156	283	457
PINK1	1419	407	672	828	757	570	764	369	554
MIR6084	22	2	17	34	27	3	3	7	12
PINK1-AS	989	738	654	865	755	916	1403	722	781
DDOST	2717	6002	3162	4660	3632	4282	6160	2994	3550
KIF17	1	1	8	2	3	11	4	1	5
SH2D5	0	3	10	9	2	2	3	0	0
LOC112268222	406	1007	435	1325	879	2410	2037	1135	1740
HP1BP3	1626	4276	1764	5284	4123	6793	4923	2959	5058
EIF4G3	4139	2036	3931	2456	2452	2652	1396	811	1823
LOC105376830	7	13	23	22	24	66	21	82	34
LOC105376829	1	19	34	12	17	23	0	23	14
MIR1256	0	0	0	1	0	1	0	0	1
ECE1	18834	12670	15120	7008	6181	4457	3681	2186	4841
ECE1-AS1	40	95	98	68	109	77	88	51	52
LOC105376832	0	0	0	0	0	0	0	0	0
NBPF3	74	145	103	321	251	478	334	145	134
ALPL	83101	1215	25211	785	2690	19	106	6	3
LINC02596	76	5	36	10	42	0	0	0	0
RAP1GAP	48	13	118	23	106	9	16	6	1
USP48	1152	2371	1275	3159	2187	3029	2569	2502	2555
LDLRAD2	3	16	4	18	12	48	10	59	26
HSPG2	10	66	10	61	43	121	28	99	79
CELA3B	0	0	0	0	0	0	0	0	0
CELA3A	0	0	1	0	0	0	0	0	0
LINC01635	3	4	2	7	13	12	17	5	9
LINC00339	107	116	39	104	116	348	385	292	214
CDC42-AS1	15	10	8	11	25	21	25	32	20
CDC42	27306	13898	18178	13635	13121	12335	9357	6965	12245
WNT4	4	4	3	7	11	14	3	11	9
LOC105376845	3	2	5	3	1	0	8	6	4
LOC105376850	0	0	0	2	0	0	3	0	0
LOC107985377	0	0	0	1	0	0	0	0	0
MIR4418	0	0	0	0	0	0	0	0	0
LOC105376856	0	1	0	0	0	0	0	0	0
ZBTB40	484	1822	522	2630	2115	4261	3868	1137	2738
EPHA8	0	0	1	4	0	1	1	1	1
MIR6127	0	0	0	0	0	0	1	0	0
C1QA	782	513	1659	240	244	186	57	186	534
C1QC	511	260	845	43	37	36	137	21	135
C1QB	1026	639	1662	123	94	118	176	59	404
EPHB2	26	57	36	346	131	21	17	76	380
MIR4684	0	0	0	0	0	0	0	0	0
MIR4253	1	2	0	3	2	1	0	1	1
LACTBL1	0	0	0	0	0	0	0	0	0
TEX46	0	0	0	0	0	0	0	0	0
KDM1A	242	1292	415	1771	1547	1773	1640	968	1385
MIR3115	0	0	0	0	0	0	0	0	0
LUZP1	904	1570	661	1965	2789	1080	1148	524	857
HTR1D	1	0	0	2	0	0	0	0	1
LINC01355	11	4	29	73	131	41	286	47	25
HNRNPR	1374	6880	3239	6157	3342	5720	5509	2983	4737
ZNF436	258	248	194	293	291	232	500	55	149
ZNF436-AS1	5	14	12	33	34	32	55	14	9
TCEA3	5	62	33	103	98	290	152	272	135
ASAP3	3	17	12	20	17	15	18	24	35
E2F2	1349	585	377	1012	127	321	191	503	447
LOC101928163	32	16	11	25	1	5	4	6	9
LOC105376859	0	3	0	3	5	17	11	5	5
ID3	28	67	24	151	241	210	285	98	143
LOC107984928	0	0	0	0	1	3	5	5	1
MDS2	1	25	3	51	40	125	51	182	114
RPL11	5939	27557	13412	28022	26499	34582	33340	36289	22704
ELOA	476	2017	497	1604	1893	1498	1781	711	1156
ELOA-AS1	51	105	32	101	145	155	240	51	122
PITHD1	602	1478	967	2907	2249	1300	1801	942	1036
LOC105376860	98	87	106	144	101	84	101	51	77
LYPLA2	1662	1351	1338	2005	1157	1581	1826	1494	1336
GALE	149	196	152	665	189	196	343	162	187
HMGCL	322	254	252	378	203	396	582	403	386
LOC105376861	0	2	8	47	6	5	2	5	21
FUCA1	297	2088	1290	9672	565	730	1438	331	1149
CNR2	22	373	111	1182	178	460	656	167	246
LOC107984929	0	2	1	30	3	5	15	0	6
MIR378F	0	0	0	0	0	0	0	0	0
PNRC2	4239	6441	6067	9048	7726	4520	4692	1985	3648
SRSF10	1005	5568	2363	6163	5342	5690	5465	3381	4500
LOC105378615	0	0	0	0	0	0	0	0	0
LOC105376863	1	1	0	0	0	0	0	0	2
LOC107984931	0	0	0	0	0	0	0	0	0
MYOM3	0	0	0	0	0	0	1	0	0
MYOM3-AS1	0	0	0	0	0	0	0	0	0
LOC105376864	0	0	0	0	0	0	0	3	0
IL22RA1	0	8	1	0	0	2	0	0	0
IFNLR1	21	255	53	336	113	303	372	109	137
LINC02800	0	0	0	0	0	0	0	1	0
GRHL3-AS1	0	0	0	1	0	1	0	0	0
GRHL3	0	0	0	0	0	1	8	3	0
STPG1	9	47	37	72	46	96	123	53	59
NIPAL3	185	1294	487	2034	858	2391	1847	1415	1647
RCAN3AS	0	33	5	35	33	73	49	97	49
RCAN3	241	4537	830	4936	2902	6624	4220	2904	4071
NCMAP-DT	5	192	43	280	177	471	344	139	304
NCMAP	2	3	5	9	10	2	22	3	1
SRRM1	2493	6682	1939	6077	6008	6991	6562	5590	5258
CLIC4	1673	5724	4177	1973	1764	1242	2742	634	1601
LOC105376876	0	12	6	31	12	27	0	21	17
RUNX3	1441	25322	5140	25358	13054	20050	15723	9658	11991
MIR6731	0	4	2	6	4	6	4	2	9
LOC107984932	4	173	10	121	127	143	49	140	148
RUNX3-AS1	10	230	73	329	179	262	278	96	165
MIR4425	0	2	5	6	0	4	0	3	14
LINC02793	0	3	3	43	7	12	22	3	5
SYF2	3699	3033	3594	3376	3448	2771	2647	2963	2517
RSRP1	6677	3670	7238	8734	11065	5150	3616	2701	4075
LOC105376882	4	3	2	0	6	2	5	3	1
RHD	96	132	128	97	193	134	149	185	126
TMEM50A	4286	3709	3756	3101	2768	2680	2736	1279	2831
RHCE	2914	2355	2241	1902	1603	1948	1971	858	1833
MACO1	1280	1620	1019	1766	2118	1219	1549	648	785
LDLRAP1	83	1428	559	1910	854	6988	3381	3388	2805
MAN1C1	23	309	67	479	519	1004	1637	487	788
SELENON	510	2220	1038	2157	1476	2120	2250	722	2230
MTFR1L	669	756	535	908	644	1118	1116	838	940
LOC646471	106	222	102	240	235	313	186	101	216
AUNIP	88	123	88	149	104	147	144	89	144
PAQR7	47	147	81	418	302	284	203	234	410
STMN1	392	1136	417	850	593	1162	1801	1418	668
MIR3917	5	18	13	12	9	19	22	12	9
LOC105376885	0	0	0	0	1	0	0	0	0
PAFAH2	138	894	368	1179	695	1220	883	651	661
LOC101928216	0	0	0	0	0	0	2	0	0
EXTL1	0	0	0	1	0	0	3	2	1
SLC30A2	2	4	7	5	3	4	2	2	1
LOC105376910	0	0	0	1	0	0	3	1	0
TRIM63	0	0	0	0	0	0	1	1	0
PDIK1L	58	411	129	343	152	432	628	199	333
LOC105376886	0	3	1	7	1	1	2	0	3
FAM110D	0	2	0	1	1	0	3	3	1
C1orf232	0	0	0	0	0	0	0	0	0
ZNF593	49	159	66	170	282	175	217	356	133
CNKSR1	3	56	11	16	27	108	59	219	58
CATSPER4	0	0	0	0	0	0	1	3	0
ZPLD2P	0	1	0	0	1	1	2	0	0
CEP85	213	621	245	780	526	650	735	301	543
SH3BGRL3	28014	24389	12630	21565	17837	22431	12074	17164	18722
UBXN11	713	3316	1166	3762	3920	4477	1258	3976	4526
CD52	604	5639	1049	4177	4921	9145	2564	9493	6318
CRYBG2	5	75	11	87	31	79	81	55	80
ZNF683	2	251	62	458	262	597	448	323	441
LIN28A	0	0	1	4	5	4	3	6	2
DHDDS	264	548	304	648	474	701	1069	520	660
DHDDS-AS1	9	15	4	19	22	35	21	13	31
HMGN2	5832	5570	2771	3456	3540	4499	5876	4034	4415
RPS6KA1	15793	2424	4145	4762	4864	4199	3882	3013	4115
MIR1976	0	0	1	0	1	0	0	0	0
LOC105376888	2	1	3	2	1	3	5	5	5
LOC101928728	10	25	10	21	12	39	30	6	13
ARID1A	2634	5497	1714	6512	5129	8963	6280	4408	6028
PIGV	171	161	217	222	220	207	352	137	199
ZDHHC18	9561	5079	17237	3748	9296	2532	5083	1408	1986
SFN	19	29	59	31	95	25	23	13	11
GPN2	329	954	341	1158	930	816	1082	468	592
GPATCH3	366	561	401	847	806	511	645	420	461
NUDC	595	1511	648	1408	1277	1831	2345	1604	1586
NR0B2	0	0	0	0	0	0	3	0	1
KDF1	0	16	2	11	29	27	33	23	16
TRNP1	16	18	7	76	56	15	2	9	25
TENT5B	1	0	2	8	23	2	0	3	6
LOC101928391	1	0	0	0	0	1	1	0	1
SLC9A1	2150	1140	1081	1698	1910	1089	1162	366	892
LOC102723760	0	0	0	0	2	0	0	0	0
WDTC1-DT	0	0	0	0	0	0	1	0	0
WDTC1	4107	1633	1680	2322	2277	4048	3076	1494	2747
TMEM222	357	985	493	909	645	819	1078	779	537
ACTG1P20	51	527	51	138	127	106	85	50	66
SYTL1	2007	1591	698	2717	2881	4429	1426	3850	3181
MAP3K6	87	92	48	233	200	212	149	191	211
FCN3	0	0	1	0	1	0	0	0	0
CD164L2	0	0	1	0	1	0	0	0	0
GPR3	16	43	34	94	129	97	21	54	76
WASF2	8798	8842	4705	10884	7569	10931	7241	6265	9258
LOC105376892	0	4	2	8	3	26	9	19	6
AHDC1	29	422	254	865	374	880	690	306	488
FGR	65096	11796	32998	14296	20203	12507	2560	6252	21731
LINC02574	6	3	17	12	22	7	3	5	23
IFI6	4423	1338	6355	2520	5539	807	1222	1893	9492
FAM76A	157	474	266	650	610	634	560	414	551
STX12	4812	2108	3118	2759	2331	1319	1423	567	1969
PPP1R8	551	1207	484	938	626	1216	1924	550	832
SCARNA1	0	1	0	0	1	2	0	0	2
THEMIS2	18644	9406	14258	7656	9762	4259	2493	2996	9363
RPA2	553	1182	1010	1288	934	1437	1841	917	1165
SMPDL3B	21	18	66	26	37	9	4	4	11
XKR8	771	416	625	348	799	320	482	226	524
EYA3	852	817	907	903	807	892	1183	411	741
PTAFR	10668	8067	28386	5687	8291	1793	6516	1599	3064
DNAJC8	1840	2873	1925	2835	2498	3100	3753	2423	2400
ATP5IF1	1042	1120	548	1043	1274	1530	1142	1162	881
SESN2	5380	1036	1576	1044	2147	306	1861	204	221
MED18	299	143	231	178	102	189	589	174	147
PHACTR4	997	1315	747	1982	907	2124	2291	1205	1465
RCC1	253	738	488	961	825	860	1029	597	616
SNHG3	379	1297	1154	1982	1506	1325	1848	1277	816
SNORA73A	0	6	3	9	3	17	20	8	7
SNORA73B	1	19	3	15	6	19	19	3	10
TRNAU1AP	479	431	190	459	353	527	678	523	452
SNHG12	169	377	193	643	638	715	954	545	344
SNORD99	1	10	1	17	21	33	33	23	16
SNORA61	7	18	10	28	39	62	67	37	27
SNORA44	11	35	15	45	32	64	78	38	30
SNORA16A	4	19	8	22	18	64	53	21	20
RAB42	1	2	3	4	2	3	30	2	5
TAF12	1098	408	811	478	543	571	683	378	527
TAF12-DT	6	5	1	8	30	12	6	7	18
RNU11	6	2	1	3	24	3	2	2	8
GMEB1	762	1226	1294	1698	1021	1109	1075	770	1117
YTHDF2	1538	2734	619	2286	2447	2233	2509	1590	1945
OPRD1	0	9	15	14	10	32	76	24	19
EPB41	2100	6852	3090	11275	6483	12353	8163	4086	7738
TMEM200B	137	450	220	711	432	1308	1041	673	752
SRSF4	2940	3090	2007	3739	2643	4373	4347	2160	3212
MECR	16	104	39	85	88	190	201	188	110
PTPRU	3	7	3	9	7	12	2	10	29
LINC01756	0	0	0	0	0	0	0	0	0
LOC107984933	0	0	0	0	0	0	0	0	0
LOC107984934	0	0	0	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0	0	0	0
LOC105378617	1	0	0	0	0	0	0	0	0
LOC105378618	0	0	0	0	0	0	0	0	0
MATN1	4	53	26	44	88	64	52	14	46
MATN1-AS1	6	99	28	95	125	207	242	60	129
LAPTM5	121222	87130	94837	76420	85903	42218	35635	19495	43372
MIR4420	21	49	11	55	56	43	5	5	45
LOC105378620	427	955	747	739	2253	1151	273	968	1159
LOC105378621	0	1	0	1	1	0	0	0	1
LINC01778	0	0	0	2	0	0	0	0	0
LOC400748	0	1	0	0	0	0	1	0	0
SDC3	97	529	334	332	73	66	230	70	505
PUM1	1984	3526	1924	4195	4004	4275	3381	2380	3251
SNORD103A	3	9	1	9	16	9	5	2	8
SNORD103B	2	10	2	12	18	9	5	4	8
SNORD103C	0	1	1	1	2	1	1	0	0
LOC107984935	0	1	1	1	0	0	2	0	3
NKAIN1	3	0	0	3	0	0	1	0	2
SNRNP40	382	737	303	886	761	801	1321	736	667
ZCCHC17	1341	676	370	741	453	934	919	889	674
FABP3	4	12	3	13	17	27	16	32	24
LOC105378623	1	0	0	0	0	0	0	0	1
LOC107985470	1	0	0	0	0	0	0	0	0
SERINC2	245	104	2	136	110	22	166	13	173
LOC105378625	0	1	0	0	0	0	0	1	0
LOC105379772	0	0	0	0	0	0	0	0	0
LDC1P	0	0	0	2	1	3	0	0	6
LINC01226	0	1	0	16	5	10	1	5	7
LOC105378626	0	1	0	6	2	1	1	4	8
TINAGL1	0	2	2	3	1	4	14	3	2
HCRTR1	63	38	29	46	43	36	50	24	30
PEF1	2738	1229	1118	1351	1390	1291	1856	1041	1199
PEF1-AS1	17	7	34	19	35	14	6	5	27
LOC105378628	2	5	3	1	3	2	3	2	1
COL16A1	12	1	0	0	2	1	9	10	1
LOC101929444	0	2	0	0	0	0	1	0	0
ADGRB2	0	28	3	41	55	69	9	52	49
MIR4254	0	0	0	0	0	0	0	0	0
SPOCD1	36	79	582	178	41	280	37	233	103
PTP4A2	10825	18635	19100	21172	15409	15122	13237	8951	14051
KHDRBS1	3988	5934	4251	6361	5524	4990	5230	2886	4715
TMEM39B	263	341	176	469	397	646	561	348	512
MIR5585	0	0	0	0	0	0	0	2	0
KPNA6	2380	3256	2214	4247	2554	3821	3627	2526	3182
TXLNA	972	1703	747	1745	1424	1637	3092	1140	1477
CCDC28B	27	62	71	103	195	152	116	118	94
TMEM234	267	169	267	155	259	248	277	154	176
IQCC	14	48	49	58	100	63	79	28	34
DCDC2B	12	35	47	35	35	63	61	39	34
EIF3I	1652	2676	1505	2338	3483	2386	2739	2387	2229
MTMR9LP	7	23	17	40	53	107	50	26	45
FAM167B	0	3	2	7	14	20	29	14	10
LCK	193	3075	1001	6053	3115	8578	7035	5624	4163
HDAC1	2226	2335	1642	3231	2281	4205	3718	2897	2915
MARCKSL1	166	6929	583	2685	3612	2328	4495	1225	2015
LOC105378629	0	3	2	8	18	2	4	1	8
TSSK3	162	289	309	572	547	628	431	350	371
FAM229A	12	31	71	155	176	87	51	264	109
BSDC1	1842	1636	1407	2151	3053	1972	1937	1079	1741
ZBTB8B	3	3	3	4	3	5	7	9	5
ZBTB8A	5	17	7	14	14	17	33	21	14
LOC102723870	1	9	3	9	5	4	13	0	2
ZBTB8OS	713	590	449	590	378	666	817	621	564
RBBP4	2105	3402	1638	4569	2210	4023	5110	2064	3316
SYNC	528	862	463	1222	615	1308	1768	887	1071
KIAA1522	20	81	56	189	108	104	144	46	159
