significant_drug	CMAP	LINCS	Cor	occurrence	clinical_phase	moa	target	disease_area	indication
fluvoxamine	0	0	1	1	Launched	selective serotonin reuptake inhibitor (SSRI)	SLC6A4	neurology/psychiatry	obsessive compulsive disorder (OCD)
formestane	0	0	1	1	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
formoterol	0	0	1	1	Launched	adrenergic receptor agonist	ADRB2	pulmonary	asthma|chronic obstructive pulmonary disease (COPD)|bronchospasm
forskolin	0	0	1	1	Launched	adenylyl cyclase activator	ADCY2|ADCY5|GNAS		
gabexate	0	0	1	1	Launched	serine protease inhibitor	PRSS1|TPSAB1	gastroenterology	pancreatitis
gemfibrozil	0	0	1	1	Launched	lipoprotein lipase activator	LPL|PPARA|SLCO1B1|SLCO1B3|SLCO2B1	endocrinology|cardiology	hyperlipidemia|coronary heart disease
gestrinone	0	0	1	1	Launched	progesterone receptor antagonist	AR|ESR1|PGR	obstetrics/gynecology	endometriosis
hesperidin	0	0	1	1	Launched	flavanone glycoside	AURKB|CACNA1B		
hexylresorcinol	0	0	1	1	Launched	local anesthetic	TYR	infectious disease	skin infections|first-aid antiseptic
hydralazine	0	0	1	1	Launched	vasodilator		cardiology	hypertension
ifenprodil	0	0	1	1	Launched	adrenergic receptor antagonist|glutamate receptor antagonist	GRIN2B		
iloperidone	0	0	1	1	Launched	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA2C|DRD1|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR2A|HTR6|HTR7	neurology/psychiatry	schizophrenia
imiquimod	0	1	0	1	Launched	interferon inducer|toll-like receptor agonist	TLR7|TLR8	dermatology|infectious disease|oncology	actinic keratosis (AK)|genital warts|basal cell carcinoma (BCC)
irsogladine	0	0	1	1	Launched	phosphodiesterase inhibitor	PDE4A	gastroenterology	peptic ulcer disease (PUD)
ketanserin	0	0	1	1	Launched	serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC18A1|SLC18A2	cardiology	hypertension
ketoconazole	0	0	1	1	Launched	sterol demethylase inhibitor	KCNA10	dermatology	seborrheic dermatitis
lacidipine	0	0	1	1	Launched	calcium channel blocker	CACNA1C	cardiology	hypertension
lamotrigine	0	0	1	1	Launched	serotonin receptor antagonist|sodium channel blocker	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	epilepsy|bipolar disorder
lenalidomide	0	1	0	1	Launched	anticancer agent	TNF	hematologic malignancy	multiple myeloma|mantle cell lymphoma (MCL)|myelodysplastic diseases (MDS)
letrozole	0	0	1	1	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
levetiracetam	0	0	1	1	Launched	calcium channel blocker	CACNA1B|SCN1A|SV2A	neurology/psychiatry	seizures
lisuride	0	0	1	1	Launched	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR6	neurology/psychiatry	Parkinson's Disease
losartan	0	0	1	1	Launched	angiotensin receptor antagonist	AGTR1	cardiology|nephrology	hypertension|diabetic nephropathy|hypertension
lovastatin	0	0	1	1	Launched	HMGCR inhibitor	HDAC2|HMGCR|ITGAL|NR1I2	cardiology|endocrinology	coronary heart disease|myocardial infarction|hypercholesterolemia
maprotiline	0	0	1	1	Launched	norepinephrine reputake inhibitor|tricyclic antidepressant	SLC6A2	neurology/psychiatry	depression|dysthymic disorder
mebeverine	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM1	gastroenterology	irritable bowel syndrome
medroxyprogesterone	0	0	1	1	Launched	progesterone receptor agonist	PGR	endocrinology	contraceptive
medrysone	0	0	1	1	Launched	glucocorticoid receptor agonist	NR3C1	ophthalmology	conjunctivitis|episcleritis
mefenamic-acid	0	1	0	1	Launched	cyclooxygenase inhibitor	KCNQ1|PTGS1|PTGS2|TRPM3	endocrinology	primary dysmenorrhea (PD)
meloxicam	0	0	1	1	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	rheumatology	osteoarthritis|rheumatoid arthritis
mephentermine	0	0	1	1	Launched	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3	cardiology	hypotension
mepivacaine	0	0	1	1	Launched	potassium channel blocker|sodium channel blocker		neurology/psychiatry	local anesthetic
mepyramine	0	0	1	1	Launched	histamine receptor antagonist	HRH1	otolaryngology|obstetrics/gynecology	common cold|menstrual pain
methazolamide	0	0	1	1	Launched	carbonic anhydrase inhibitor	CA1|CA12|CA14|CA2|CA4|CA7	ophthalmology	glaucoma|intraocular pressure
methoxsalen	0	0	1	1	Launched	DNA synthesis inhibitor	CYP1A1|CYP1A2|CYP2A13|CYP2A6|CYP3A4	dermatology	psoriasis
methylergometrine	0	0	1	1	Launched	dopamine receptor antagonist|serotonin receptor antagonist	DRD1|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C	hematology|neurology/psychiatry	postpartum hemorrhage (PPH)|migraine headache
metixene	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM5	neurology/psychiatry	Parkinson's Disease
metolazone	0	1	0	1	Launched	carbonic anhydrase inhibitor	SLC12A3	cardiology	edema|hypertension
mianserin	0	0	1	1	Launched	serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7	neurology/psychiatry	depression
mifepristone	0	0	1	1	Launched	glucocorticoid receptor antagonist|progesterone receptor antagonist	AR|NR1I2|NR3C1|PGR	endocrinology	hyperglycemia|diabetes mellitus
miglitol	0	0	1	1	Launched	glucosidase inhibitor	GAA|GANAB|GANC|MGAM	endocrinology	diabetes mellitus
milrinone	0	0	1	1	Launched	phosphodiesterase inhibitor	PDE2A|PDE3A|PDE3B|PDE5A	cardiology	congestive heart failure
moexipril	0	0	1	1	Launched	angiotensin converting enzyme inhibitor	ACE|ACE2	cardiology	hypertension
molindone	0	0	1	1	Launched	dopamine receptor antagonist	DRD2|HRH1|HTR2A	neurology/psychiatry	schizophrenia
moxonidine	0	0	1	1	Launched	imidazoline receptor agonist	ADRA2A|ADRA2B|ADRA2C	cardiology	hypertension
mycophenolic-acid	0	0	1	1	Launched	dehydrogenase inhibitor|inositol monophosphatase inhibitor	IMPDH1|IMPDH2	transplant	organ rejection
nabumetone	0	0	1	1	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	rheumatology	rheumatoid arthritis|osteoarthritis
naphazoline	0	0	1	1	Launched	adrenergic receptor agonist	ADRA1A|ADRA2A	ophthalmology	eye irritation
nemonapride	0	0	1	1	Launched	dopamine receptor antagonist	DRD2|DRD3|DRD4	neurology/psychiatry	schizophrenia
nevirapine	0	0	1	1	Launched	non-nucleoside reverse transcriptase inhibitor	CYP1A2|CYP2A6|CYP2B6|CYP2C9|CYP2D6|CYP3A4|CYP3A5	infectious disease	human immunodeficiency virus (HIV-1)
nicardipine	0	0	1	1	Launched	calcium channel blocker	ADORA3	cardiology	chronic stable angina|hypertension
niclosamide	0	0	1	1	Launched	DNA replication inhibitor|STAT inhibitor	STAT3	infectious disease	tapeworm
niflumic-acid	0	0	1	1	Launched	cyclooxygenase inhibitor	ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9	rheumatology|neurology/psychiatry	joint pain|muscle pain
nilotinib	0	0	1	1	Launched	Abl kinase inhibitor|Bcr-Abl kinase inhibitor	ABL1|KIT	hematologic malignancy	chronic myeloid leukemia (CML)
nilutamide	0	0	1	1	Launched	androgen receptor antagonist	AR	oncology	prostate cancer
norepinephrine	0	0	1	1	Launched	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|PAH|SLC18A1|SLC18A2	cardiology|allergy|neurology/psychiatry	hypertension|urticaria|headache|seasonal affective disorder
nortriptyline	0	0	1	1	Launched	tricyclic antidepressant	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|KCNJ10|PGRMC1|SIGMAR1|SLC6A2|SLC6A4	neurology/psychiatry	depression
orphenadrine	0	0	1	1	Launched	acetylcholine receptor antagonist		neurology/psychiatry	muscle pain
oxcarbazepine	0	0	1	1	Launched	sodium channel blocker	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	seizures
oxibendazole	0	0	1	1	Launched	tubulin polymerization inhibitor	TUBB|TUBB4B	infectious disease	strongyles
oxybuprocaine	0	0	1	1	Launched	local anesthetic	SCN10A	neurology/psychiatry	local anesthetic
oxyphenonium	0	0	1	1	Launched	cholinergic receptor antagonist	CHRM1|CHRM3	gastroenterology	peptic ulcer disease (PUD)
ozagrel	0	1	0	1	Launched	thromboxane synthase inhibitor	TBXAS1	neurology/psychiatry	stroke
paclitaxel	0	0	1	1	Launched	tubulin polymerization inhibitor	BCL2|MAP2|MAP4|MAPT|NR1I2|TLR4|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8	oncology	ovarian cancer|breast cancer|non-small cell lung cancer (NSCLC)
palmitoylethanolamide	0	1	0	1	Launched	cannabinoid receptor agonist	CNR2|GPR119|GPR55		
penfluridol	0	1	0	1	Launched	T-type calcium channel blocker	CACNA1G	neurology/psychiatry	schizophrenia
perindopril	0	0	1	1	Launched	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension|myocardial infarction|coronary artery disease (CAD)
pimozide	0	0	1	1	Launched	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2	neurology/psychiatry	Tourette's disorder
piperidolate	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM1	neurology/psychiatry	spasms
piretanide	0	1	0	1	Launched	glucocorticoid receptor agonist	SLC12A1|SLC12A2	cardiology	hypertension|edema
pirfenidone	0	0	1	1	Launched	TGF beta receptor inhibitor	FURIN|TNF	pulmonary	idiopathic pulmonary fibrosis (IPF)
piribedil	0	0	1	1	Launched	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B	neurology/psychiatry	Parkinson's Disease|dizziness
prazosin	0	1	0	1	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7	cardiology	hypertension
pregnenolone	0	0	1	1	Launched	glutamate receptor modulator	SULT2B1	rheumatology	rheumatoid arthritis
primidone	0	0	1	1	Launched	GABA receptor antagonist	CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	seizures
procaterol	0	0	1	1	Launched	adrenergic receptor agonist	ADRB2	pulmonary	asthma
prochlorperazine	0	0	1	1	Launched	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4	gastroenterology	nausea|vomiting
proguanil	0	0	1	1	Launched	dihydrofolate reductase inhibitor	DHFR	infectious disease	malaria
promazine	0	1	0	1	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|HRH1|HTR2A|HTR2C	neurology/psychiatry	schizophrenia
propantheline	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4	gastroenterology	peptic ulcer disease (PUD)
propylthiouracil	0	0	1	1	Launched	thyroid peroxidase inhibitor	DIO1|TPO	endocrinology	hyperthyroidism|Grave's disease|goiter
quercetin	0	0	1	1	Launched	polar auxin transport inhibitor	ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIK3CG|PIM1|STK17B|UGT3A1	neurology/psychiatry|allergy	fatigue|allergic rhinitis|drowsiness
quetiapine	0	0	1	1	Launched	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR3A|HTR6|HTR7|SLC6A2	neurology/psychiatry	schizophrenia|bipolar disorder
rabeprazole	0	0	1	1	Launched	ATPase inhibitor|gastrin inhibitor	ATP4A	gastroenterology	gastroesophageal reflux disease (GERD)|duodenal ulcer disease|Zollinger-Ellison syndrome
racecadotril	0	0	1	1	Launched	enkephalinase inhibitor	MME	gastroenterology	diarrhea
raclopride	0	0	1	1	Launched	dopamine receptor antagonist	DRD2|DRD3|HTR1A		
ranolazine	0	0	1	1	Launched	sodium channel blocker	SCN10A|SCN9A	cardiology	chronic stable angina
reserpine	0	0	1	1	Launched	vesicular monoamine transporter inhibitor	SLC18A1|SLC18A2	cardiology	hypertension
resorcinol	0	0	1	1	Launched	phosphodiesterase inhibitor	CA12|CA14|CA2|PTGS1	dermatology	acne vulgaris (AV)|eczema|psoriasis|seborrheic dermatitis
riboflavin	0	1	0	1	Launched	vitamin B	BLVRB|RFK	gastroenterology	jaundice
rilmenidine	0	0	1	1	Launched	adrenergic receptor agonist|imidazoline receptor agonist	ADRA2A	cardiology	hypertension
rivaroxaban	0	0	1	1	Launched	coagulation factor inhibitor	F10	neurology/psychiatry|hematology|cardiology	stroke|systemic embolism|atrial fibrillation (AF)|deep vein thrombosis (DVT)|pulmonary embolism (PE)
salmeterol	0	0	1	1	Launched	adrenergic receptor agonist	ADRB2	pulmonary	asthma|chronic obstructive pulmonary disease (COPD)|bronchospasm
sertaconazole	0	0	1	1	Launched	sterol demethylase inhibitor		infectious disease	tinea pedis
sertraline	0	0	1	1	Launched	selective serotonin reuptake inhibitor (SSRI)	SLC6A3|SLC6A4	neurology/psychiatry|obstetrics/gynecology	depression|obsessive compulsive disorder (OCD)|panic disorders|posttraumatic stress disorder|premenstrual syndrome|social anxiety disorder
somatostatin	0	0	1	1	Launched	somatostatin receptor agonist	OPRD1|OPRM1|SSTR1|SSTR2|SSTR3|SSTR4|SSTR5	hematology	hemorrhage
stiripentol	0	0	1	1	Launched	GABA uptake inhibitor	GABRA3	neurology/psychiatry	epilepsy
sulindac	0	0	1	1	Launched	cyclooxygenase inhibitor	AKR1B1	rheumatology	osteoarthritis|rheumatoid arthritis|ankylosing spondylitis
sulpiride	0	1	0	1	Launched	dopamine receptor antagonist		neurology/psychiatry	schizophrenia
synephrine	0	0	1	1	Launched	adrenergic receptor agonist	ADRA1A	otolaryngology	sinusitis
tacrine	0	0	1	1	Launched	acetylcholinesterase inhibitor	ACHE|BCHE	neurology/psychiatry	Alzheimer's disease
tadalafil	0	0	1	1	Launched	phosphodiesterase inhibitor	PDE11A|PDE5A	urology	erectile dysfunction
talipexole	0	0	1	1	Launched	adrenergic receptor agonist|dopamine receptor agonist	ADRA2A|DRD2|HTR3A	infectious disease	genitial herpes
tamibarotene	0	1	0	1	Launched	retinoid receptor agonist	RARA|RARB	hematologic malignancy	acute promyelocytic leukemia (APL)
telmisartan	0	0	1	1	Launched	angiotensin receptor antagonist	AGTR1|PPARG	cardiology	hypertension
teniposide	0	0	1	1	Launched	topoisomerase inhibitor	TOP2A|TOP2B	hematologic malignancy	acute lymphoblastic leukemia (ALL)
terbutaline	0	0	1	1	Launched	adrenergic receptor agonist	ADRB2	pulmonary	bronchospasm|bronchitis|emphysema
thiocolchicoside	0	0	1	1	Launched	GABA receptor antagonist	GABRA1|GABRB2|GABRG2|GLRA1|GLRB	neurology/psychiatry	muscle relaxant
thioproperazine	0	1	0	1	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|DRD1|DRD2|HTR1A|HTR2A	neurology/psychiatry	schizophrenia
thiotepa	0	1	0	1	Launched	cytochrome P450 inhibitor	CYP2B6|CYP3A4	oncology	breast cancer|ovarian cancer|bladder cancer
tiagabine	0	0	1	1	Launched	GABA uptake inhibitor	SLC6A1	neurology/psychiatry	seizures
ticlopidine	0	0	1	1	Launched	purinergic receptor antagonist	P2RY12	hematology|neurology/psychiatry	thrombosis|stroke
timolol	0	1	0	1	Launched	adrenergic receptor antagonist	ADRB1|ADRB2	ophthalmology	ocular hypertension|glaucoma
tivozanib	0	0	1	1	Launched	VEGFR inhibitor	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB	oncology	renal cell carcinoma (RCC)
topiramate	0	0	1	1	Launched	carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist	CA1|CA12|CA2|CA4|CA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIK2|GRIK3|GRIK4|GRIK5|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	epilepsy|migraine headache
tranylcypromine	0	0	1	1	Launched	monoamine oxidase inhibitor	KDM1A|MAOA|MAOB	neurology/psychiatry	depression
trapidil	0	0	1	1	Launched	PDGFR tyrosine kinase receptor inhibitor	PDGFRA	cardiology	coronary artery disease (CAD)
triclabendazole	0	0	1	1	Launched	microtubule inhibitor	DNMT1	infectious disease	tapeworm
triclosan	0	0	1	1	Launched	antibacterial agent	DNMT1	infectious disease	first-aid antiseptic
trifluoperazine	0	0	1	1	Launched	dopamine receptor antagonist	ADRA1A|CALM1|CALY|DRD2|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1	neurology/psychiatry	schizophrenia
triflupromazine	0	0	1	1	Launched	dopamine receptor antagonist	CHRM1|CHRM2|DRD1|DRD2|HTR2B	neurology/psychiatry|gastroenterology	psychosis|nausea|vomiting
trimebutine	0	0	1	1	Launched	opioid receptor agonist	OPRD1|OPRK1|OPRM1	gastroenterology	irritable bowel syndrome
tropicamide	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM3|CHRM4	ophthalmology	mydriasis diagnostic|cycloplegia diagnostic
tropisetron	0	0	1	1	Launched	serotonin receptor antagonist	GLRA1|GLRA2|GLRB|HTR3A|HTR4	gastroenterology	nausea|vomiting
urapidil	0	0	1	1	Launched	adrenergic receptor antagonist	HTR1A	cardiology	hypertension
vecuronium	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRNA2	neurology/psychiatry	muscle relaxant
vinburnine	0	1	0	1	Launched	adrenergic receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4	neurology/psychiatry	stroke
vinorelbine	0	0	1	1	Launched	tubulin polymerization inhibitor	TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8	oncology	non-small cell lung cancer (NSCLC)
voriconazole	0	0	1	1	Launched	cytochrome P450 inhibitor	CYP2C19|CYP2C9|CYP3A4|CYP3A5|PTGS1	infectious disease	esophageal candidiasis|aspergillosis|skin infections
vorinostat	0	0	1	1	Launched	HDAC inhibitor	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC5|HDAC6|HDAC8|HDAC9	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)
zolmitriptan	0	0	1	1	Launched	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F	neurology/psychiatry	migraine headache
zonisamide	0	0	1	1	Launched	sodium channel blocker|T-type calcium channel blocker	CA1|CA10|CA11|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA8|CA9|CACNA1G|CACNA1H|CACNA1I|MAOA|MAOB|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	seizures|epilepsy
